title_normalized,company,rating,pay_percentile50,skill,years_of_experience,size,sector,industry,company_type,revenue,yearFounded,date_posted,doctoral,master,bachelor,associate,highschool_ged,years_since_founded,at_heartquartes
Associate Data Scientist,UST Global Inc. ,4,80960,"['D3.js', 'Git', 'Analysis skills', 'Machine learning', 'Regression analysis']",0,7,Information Technology,IT Services,Company - Private,$5 to $10 billion (USD),1999,"Sep 28, 2021",0,0,0,0,0,23,0
Data Scientist,West Virginia University,4.1,49073,"['MATLAB', 'Data mining', 'R', 'Databases', 'SQL', 'JavaScript', 'Intellectual property law', 'Data visualization', 'Python']",2,6,Education,Colleges & Universities,College / University,$500 million to $1 billion (USD),1867,"Jan 20, 2022",1,1,0,0,0,155,1
Data Analyst,West Virginia University,4.1,46970,"['Oracle', 'C#', 'Microsoft SQL Server', 'English', 'Java', 'Databases', 'SQL', 'ICD-10', 'Analysis skills', 'Database management', 'Data management', 'Algebra', 'Data collection', 'Documentation review', 'Python', 'Time management']",2,6,Education,Colleges & Universities,College / University,$500 million to $1 billion (USD),1867,"Nov 07, 2021",0,0,1,0,0,155,1
Senior Research Scientist,West Virginia University,4.1,51352,"['SAS', 'Writing skills', 'R', 'Research', 'Databases', 'Statistical analysis', 'Supervising experience', 'Organizational skills', 'Data collection']",5,6,Education,Colleges & Universities,College / University,$500 million to $1 billion (USD),1867,"Feb 11, 2022",1,0,0,0,0,155,1
Analyst,Pearson plc,3.7,45424,"['Live chat', 'Salesforce', 'Machine learning', 'Product management', 'Natural language processing', 'Experimental design', 'Customer support', 'AI']",1,7,Media,Publishing,Company - Public,$5 to $10 billion (USD),1844,"Jan 19, 2022",0,1,1,0,0,178,0
Senior Database Architect,International Business Machines Corporation,4,68898,"['Data modeling', 'Waterfall', 'SQL', 'Project management', 'Data management', 'GitHub', 'Communication skills', 'Data warehouse']",3,7,Information Technology,IT Services,Company - Public,$10+ billion (USD),1911,"Jan 19, 2022",0,0,1,0,0,111,0
Senior Data Analyst,"Ryder System, Inc.",3.7,70664,"['Power BI', 'Azure', 'Alteryx', 'Microsoft SQL Server', 'Tableau', '.NET', 'SQL', 'SSIS', 'Communication skills', 'Python']",2,7,Transportation & Logistics,Transportation Management,Company - Public,$5 to $10 billion (USD),1933,"Jan 24, 2022",0,1,1,0,0,89,0
Machine Learning Engineer,Pearson plc,3.7,71251,"['TensorFlow', 'Statistics', 'Kubernetes', 'Spark', 'Google Cloud Platform', 'Java', 'SQL', 'AWS', 'C++', 'C', 'Machine learning', 'Scala', 'Cloud computing', 'Linux', 'Python']",2,7,Media,Publishing,Company - Public,$5 to $10 billion (USD),1844,"Nov 05, 2021",0,1,1,0,0,178,0
Statistician,PAREXEL International Corporation,3.6,79217,"['SAS', 'R', 'English', 'Statistical analysis', 'Quality control', 'Epidemiology', 'Clinical trials', 'Leadership', 'Communication skills']",0,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",1,1,0,0,0,40,0
Data Scientist,Cameron Craig Group,5,75261,['Azure'],1,1,Business Services,Staffing & Outsourcing,Company - Private,$1 to $5 million (USD),2002,"Jan 23, 2022",0,0,0,0,0,20,0
Statistical Analyst II,PAREXEL International Corporation,3.6,85735,"['SAS', 'English', 'Analysis skills', 'Clinical trials', 'Communication skills']",0,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",0,0,0,0,0,40,0
Principal Statistical Analyst,Warman O'Brien Limited,5,150000,"['SAS', 'Communication skills']",7,1,Business Services,Staffing & Outsourcing,Company - Private,$5 to $10 million (USD),2017,"Feb 14, 2022",0,0,0,0,0,5,0
Data Scientist,Food Management Search,-0.1,72286,['Azure'],1,1,Business Services,Staffing & Outsourcing,Company - Private,Unknown / Non-Applicable,2000,"Jan 23, 2022",0,0,0,0,0,22,0
Data Scientist,"The Northwestern Mutual Life Insurance Company, Inc.",4,88288,"['Data mining', 'SAS', 'Spark', 'R', 'Business analysis', 'Apache Hive', 'Java', 'Databases', 'SQL', 'Project management', 'Machine learning', 'Scripting', 'Ruby', 'Predictive analytics', 'Python', 'Analytics']",1,6,Finance,Brokerage Services,Company - Private,$10+ billion (USD),1857,"Nov 12, 2021",1,1,1,0,0,165,1
Senior Data Analyst,"The Northwestern Mutual Life Insurance Company, Inc.",4,87442,"['Microsoft Excel', 'Microsoft Access', 'XML', 'SQL', 'JSON', 'Communication skills']",5,6,Finance,Brokerage Services,Company - Private,$10+ billion (USD),1857,"Feb 14, 2022",0,0,1,0,0,165,1
Data Scientist,"Health Grades, Inc.",3.3,364000,"['R', 'Alteryx', 'SQL', 'Analysis skills', 'Driving', 'Data collection', 'Communication skills', 'Python']",5,4,Information Technology,Internet,Company - Private,Unknown / Non-Applicable,1998,"Dec 29, 2021",0,0,1,0,0,24,0
Data Scientist,Medical College of Wisconsin,3.7,92513,"['TensorFlow', 'R', 'Research', 'Machine learning', 'Natural language processing', 'Data collection', 'Business requirements', 'AI', 'Communication skills', 'Python']",10,6,Education,Colleges & Universities,College / University,$1 to $2 billion (USD),1893,"Feb 16, 2022",1,0,0,0,0,129,1
Data Scientist,Genus plc,3.6,78371,"['Azure', 'R', 'Google Cloud Platform', 'Research', 'SQL', 'AWS', 'Analysis skills', 'Project management', 'Machine learning', 'Cloud computing', 'Communication skills', 'Python', 'Analytics']",2,5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,$500 million to $1 billion (USD),1933,"Feb 07, 2022",0,1,0,0,0,89,0
Data Scientist,Genus plc,3.6,78371,"['Azure', 'R', 'Google Cloud Platform', 'Research', 'SQL', 'AWS', 'Project management', 'Machine learning', 'Cloud computing', 'Communication skills', 'Python', 'Analytics']",2,5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,$500 million to $1 billion (USD),1933,"Feb 09, 2022",0,1,0,0,0,89,0
Data Scientist I,"Children's Hospital and Health System, Inc.",4,84673,"['Data mining', 'SAS', 'R', 'Data analysis skills', 'SQL', 'Analysis skills', 'Epic', 'Communication skills', 'Python', 'Analytics']",0,5,Health Care,Health Care Services & Hospitals,Hospital,$100 to $500 million (USD),1985,"Oct 22, 2021",0,0,1,0,0,37,1
Data Scientist,"Elutions, Inc.",3.9,59161,"['TensorFlow', 'Power BI', 'Data structures', 'Spark', 'R', 'Research', 'Java', 'SQL', 'Machine learning', 'Perl', 'Classroom experience', 'APIs', 'AI', 'Python']",0,1,Information Technology,Computer Hardware & Software,Company - Private,$1 to $5 million (USD),1994,"Jan 04, 2022",0,1,1,0,0,28,0
Data Scientist,American Family Mutual Insurance Company,3.7,165700,"['Big data', 'R', 'Business analysis', 'Machine learning', 'Product management', 'Regression analysis', 'Predictive analytics', 'Data science', 'Python']",0,6,Insurance,Insurance Carriers,Company - Private,$5 to $10 billion (USD),1927,"Jan 26, 2022",0,1,1,0,0,95,1
Data Scientist,"Pharmaceutical Product Development, LLC.",4,91139,"['Microsoft Word', 'Laboratory procedures', 'Microsoft Excel', 'Project management', 'Technical writing', 'Communication skills', 'Time management']",0,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,$1 to $2 billion (USD),1985,"Dec 15, 2021",0,0,1,0,0,37,0
Data Analyst,PerBlue,4.1,62048,"['Git', 'Tableau', 'SQL', 'Machine learning', 'PostgreSQL', 'Data visualization', 'Redshift', 'AI', 'Communication skills', 'Python']",0,1,Media,Video Games,Company - Private,Unknown / Non-Applicable,2010,"Feb 07, 2022",0,0,0,0,0,12,1
Data Scientist,MGIC Investment Corporation,3.6,87809,"['TensorFlow', 'Computer science', 'D3.js', 'Spark', 'R', 'NoSQL', 'Apache Hive', 'Java', 'OOP', 'C++', 'Machine learning', 'Distributed systems', 'Python']",2,4,Insurance,Insurance Carriers,Company - Public,$1 to $2 billion (USD),1957,"Feb 18, 2021",0,1,1,0,0,65,1
Data Scientist II,CUNA Mutual Insurance Society,4,70042,"['SQL', 'OOP', 'Analysis skills', 'Machine learning', 'Analytics']",1,5,Insurance,Insurance Carriers,Company - Private,Unknown / Non-Applicable,1935,"Feb 04, 2022",0,1,1,0,0,87,1
Data Scientist,Milwaukee Electric Tool Corporation,4.5,84378,"['Microsoft Excel', 'Microsoft Access', 'Azure', 'Oracle', 'Data mining', 'Internet of things', 'Big data', 'Lean', 'Microsoft SQL Server', 'Microsoft Office', 'Project management', 'Machine learning', 'Continuous improvement', 'Predictive analytics', 'Data visualization', 'AI', 'Power Pivot', 'Marketing']",1,7,Manufacturing,Consumer Products Manufacturing,Company - Public,Unknown / Non-Applicable,1924,"Jan 10, 2022",0,0,1,0,0,98,1
Staff Data Scientist,GE Healthcare,3.9,96318,"['TensorFlow', 'Software deployment', 'Math', 'DICOM', 'Machine learning', 'Data management', 'Deep learning', 'Data collection', 'AI', 'Python', 'Analytics']",2,7,Health Care,Health Care Services & Hospitals,Subsidiary or Business Segment,$10+ billion (USD),1892,"Oct 12, 2021",0,1,1,0,0,130,0
Vice President Statistical Analysis,PAREXEL International Corporation,3.6,137718,"['Management', 'Process improvement', 'English', 'GCP', 'Root cause analysis', 'Leadership', 'Communication skills', 'Negotiation', 'Strategic planning']",10,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",0,1,1,0,0,40,0
Senior Statistical Analyst,PAREXEL International Corporation,3.6,82284,"['SAS', 'Writing skills']",3,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",1,1,1,0,0,40,0
Senior Data Analyst,"Cox Automotive, Inc.",4.1,92037,"['Microsoft Powerpoint', 'Power BI', 'Microsoft Excel', 'Oracle', 'DB2', 'Alteryx', 'Data analysis skills', 'Microsoft SQL Server', 'Qualitative analysis', 'Microsoft Office', 'Tableau', 'SQL', 'AWS', 'Analysis skills', 'Product management', 'Scrum', 'ServiceNow', 'Agile', 'SSIS', 'Redshift', 'Quantitative analysis', 'PL/SQL', 'Python']",5,7,Information Technology,IT Services,Company - Private,Unknown / Non-Applicable,2014,"Feb 01, 2022",0,0,1,0,0,8,0
Senior Data Analyst,Kimberly-Clark Corporation,4,75917,"['Microsoft Powerpoint', 'Power BI', 'Microsoft Excel', 'SAP HANA', 'Customer service', 'Relational databases', 'Process improvement', 'Tableau', 'SQL', 'Project management', 'SAP Supply Chain Management', 'Pivot tables', 'SAP ERP', 'Communication skills', 'Analytics']",3,7,Manufacturing,Consumer Products Manufacturing,Company - Public,$10+ billion (USD),1872,"Jan 26, 2022",0,0,1,0,0,150,0
Data Scientist I,Kohl's Corporation,3.4,89502,"['Computer science', 'Data mining', 'Data structures', 'Survey design', 'Spark', 'R', 'SQL', 'Statistical analysis', 'Product development', 'Machine learning', 'Supply chain management', 'Python', 'Marketing', 'Analytics']",2,7,Retail,"Department, Clothing, & Shoe Stores",Company - Public,$10+ billion (USD),1962,"Sep 24, 2021",0,1,1,0,0,60,1
Data Scientist,QBE Insurance Group Limited,3.7,95922,"['Power BI', 'Data modeling', 'Data mining', 'SAS', 'Big data', 'Spark', 'R', 'NoSQL', 'Research', 'Tableau', 'Machine learning', 'Data management', 'Continuous improvement', 'Scala', 'Fraud', 'Data science', 'Research & development', 'Financial acumen', 'Information management', 'Python', 'Hadoop']",7,7,Insurance,Insurance Carriers,Company - Public,$10+ billion (USD),1886,"Feb 02, 2022",0,0,1,0,0,136,0
Senior Data Scientist,"FedEx Ground Package System, Inc.",3.5,107701,"['Statistical software', 'Oracle', 'Business intelligence', 'Relational databases', 'Data structures', 'R', 'Microsoft Office', 'Tableau', 'SQL', 'Statistical analysis', 'Analysis skills', 'Machine learning', 'Apache Pig', 'Ruby', 'Regression analysis', 'Teradata', 'Data science', 'Data collection', 'Python', 'Analytics']",0,7,Transportation & Logistics,Logistics & Supply Chain,Subsidiary or Business Segment,$10+ billion (USD),2000,"Aug 04, 2021",0,1,0,0,0,22,0
Senior Data Analyst,"Children's Hospital and Health System, Inc.",4,68338,"['Data analysis skills', 'Data collection']",2,5,Health Care,Health Care Services & Hospitals,Hospital,$100 to $500 million (USD),1985,"Feb 14, 2022",0,0,1,0,0,37,1
Data Scientist,AE Business Solutions,4,92854,"['TensorFlow', 'Power BI', 'Azure', 'D3.js', 'R', 'Google Cloud Platform', 'Research', 'Tableau', 'Statistical analysis', 'AWS', 'Machine learning', 'Predictive analytics', 'Data visualization', 'Communication skills', 'Python']",0,2,Information Technology,Computer Hardware & Software,Company - Private,$25 to $50 million (USD),1949,"Feb 09, 2022",1,1,1,0,0,73,1
Senior Data Analyst,Froedtert Health,3.7,62516,"['Crystal Reports', 'Microsoft Excel', 'SAS', 'Microsoft SQL Server', 'Microsoft Office', 'SQL', 'Project management', 'Presentation skills', 'SSIS', 'Epic', 'Communication skills', 'Data warehouse']",5,5,Health Care,Health Care Services & Hospitals,Nonprofit Organization,$1 to $2 billion (USD),1965,"Oct 14, 2021",0,0,1,0,0,57,0
Data Scientist,LGC (Holdings) Limited,3.4,84503,"['Microsoft Powerpoint', 'Microsoft Word', 'Computer science', 'Microsoft Excel', 'Azure', 'Operating systems', 'Data mining', 'Relational databases', 'R', 'Data analysis skills', 'Visio', 'Google Cloud Platform', 'Microsoft Office', 'Java', 'SQL', 'AWS', 'C++', 'C', 'Machine learning', 'Software development', 'Regression analysis', 'Computer skills', 'Linux', 'Python', 'Shell Scripting']",3,5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,Unknown / Non-Applicable,1842,"Sep 20, 2021",0,1,0,0,0,180,0
Data Scientist,Oshkosh Corporation,3.9,81352,"['TensorFlow', 'Azure', 'SAS', 'Spark', 'R', 'NoSQL', 'Java', 'SQL', 'AWS', 'C++', 'C', 'Machine learning', 'AI', 'Communication skills', 'Python', 'Time management', 'Hadoop']",3,7,Manufacturing,Transportation Equipment Manufacturing,Company - Public,$5 to $10 billion (USD),1917,"Jan 07, 2022",1,1,1,0,0,105,1
Principal Data Scientist,Western National Insurance Group,3.9,115636,"['Data mining', 'SAS', 'R', 'Tableau', 'Java', 'SQL', 'Machine learning', 'Django', 'Predictive analytics', 'Data visualization', 'AI', 'Python', 'Teaching', 'Analytics']",5,4,Insurance,Insurance Carriers,Company - Private,$500 million to $1 billion (USD),1901,"Feb 11, 2022",0,1,1,0,0,121,0
Research Scientist,"Arrowhead Pharmaceuticals, Inc.",3.7,76439,"['Laboratory procedures', 'CGMP', 'GLP', 'Communication skills']",0,2,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,Unknown / Non-Applicable,2004,"Jan 07, 2022",0,0,1,0,0,18,0
Data Scientist II,Thermo Fisher Scientific Inc.,3.8,86050,"['Power BI', 'Azure', 'Oracle', 'DevOps', 'C#', 'Microsoft SQL Server', 'Databases', 'SQL', 'AWS', 'Machine learning', 'Agile', 'Communication skills']",3,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,$10+ billion (USD),1902,"Nov 16, 2021",0,0,1,0,0,120,0
Data Scientist,Kohler Co.,3.7,72910,"['Microsoft Powerpoint', 'Power BI', 'Microsoft Excel', 'Web analytics', 'Customer service', 'Supply chain', 'R', 'Omniture', 'Microsoft Office', 'Tableau', 'SQL', 'Project management', 'Quality assurance', 'Data management', 'Scala', 'IT', 'GraphQL', 'Manufacturing', 'Data visualization', 'Google Analytics', 'Python', 'Adobe Analytics', 'Analytics']",3,7,Manufacturing,Consumer Products Manufacturing,Company - Private,$2 to $5 billion (USD),1873,"Jan 26, 2022",0,0,1,0,0,149,1
Analyst,Pearson plc,3.7,55925,"['Live chat', 'Salesforce', 'Machine learning', 'Product management', 'Natural language processing', 'Experimental design', 'Customer support', 'AI']",1,7,Media,Publishing,Company - Public,$5 to $10 billion (USD),1844,"Jan 19, 2022",0,1,1,0,0,178,0
Senior Data Scientist,Homesite Group Incorporated,3.5,216000,"['TensorFlow', 'Data mining', 'Go', 'R', 'Git', 'Java', 'SQL', 'AWS', 'Machine learning', 'Scala', 'Deep learning', 'AI', 'Python']",3,5,Insurance,Insurance Carriers,Company - Private,Unknown / Non-Applicable,1997,"Feb 01, 2022",1,1,0,0,0,25,0
Data Consultant,Accenture Ltd,4.1,79638,"['Change management', 'Data management', 'Conflict management', 'Scrum', 'Training & development', 'Metadata', 'Leadership']",1,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Jan 28, 2022",0,0,1,1,0,33,0
Data Scientist III,Promega Corporation,4.6,76019,"['Biotechnology', 'Power BI', 'Data mining', 'Financial modeling', 'Visual Basic', 'C#', 'Spark', 'R', 'Tableau', 'SQL', 'Project management', 'Machine learning', 'APIs', 'Predictive analytics', 'SSIS', 'Data visualization', 'AI', 'Employee evaluation', 'Python', 'Marketing']",5,5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$100 to $500 million (USD),1978,"Nov 10, 2021",0,1,0,0,0,44,0
Principal Research Scientist,"Invenra, Inc.",4.8,117151,"['Laboratory experience', 'Machine learning', 'Mentoring', 'AI', 'Leadership', 'Grant writing']",8,2,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,Unknown / Non-Applicable,2011,"Jan 28, 2022",1,0,0,0,0,11,1
Data Scientist,Deloitte ,4,107231,"['TensorFlow', 'SAFe', 'Data mining', 'SAS', 'Relational databases', 'Spark', 'R', 'Data analysis skills', 'Databases', 'SQL', 'Presentation skills', 'Machine learning', 'Regression analysis', 'Agile', 'Quantitative analysis', 'Communication skills', 'Python', 'Time management', 'Hadoop']",5,7,Accounting & Legal,Accounting,Company - Private,$10+ billion (USD),1850,"Feb 03, 2022",0,0,0,0,0,172,0
Reporting Analyst,Church Mutual Insurance Company,3.2,63343,"['Regulatory reporting', 'Computer skills', 'Negotiation']",0,4,Insurance,Insurance Carriers,Company - Private,$500 million to $1 billion (USD),1897,"Jan 07, 2022",0,0,1,0,0,125,1
Data Scientist,"Rockwell Automation, Inc.",4,79913,"['Power BI', 'Azure', 'Data structures', 'R', 'SQL', 'Scala', 'Business requirements', 'Python', 'SDLC']",5,7,Manufacturing,Industrial Manufacturing,Company - Public,$5 to $10 billion (USD),1903,"Jan 21, 2022",0,1,1,0,0,119,1
Project Manager Leader,Milwaukee Electric Tool Corporation,4.5,89039,['Machine learning'],7,7,Manufacturing,Consumer Products Manufacturing,Company - Public,Unknown / Non-Applicable,1924,"Jan 10, 2022",0,1,1,0,0,98,1
Senior Data Analyst,Sargento Foods Inc.,4,58930,"['Statistical software', 'Microsoft Excel', 'Microsoft Office', 'Tableau', 'Minitab', 'Continuous improvement', 'Data collection']",5,5,Manufacturing,Food & Beverage Manufacturing,Company - Private,$1 to $2 billion (USD),1953,"Feb 01, 2022",0,1,1,0,0,69,0
Senior Data Analyst,Jewelers Mutual Insurance Company,3.2,65203,"['Microsoft Powerpoint', 'Microsoft Word', 'Statistics', 'Power BI', 'Microsoft Excel', 'Microsoft Outlook', 'Data mining', 'Business intelligence', 'SAS', 'Microsoft SQL Server', 'Research', 'SQL', 'Database design', 'Analysis skills', 'Data management', 'Product management', 'SharePoint', 'SPSS', 'Communication skills']",0.5,3,Insurance,Insurance Carriers,Company - Private,$10 to $25 million (USD),1913,"Feb 03, 2022",0,0,1,0,0,109,1
Senior Consultant,Deloitte ,4,85285,"['Microsoft Powerpoint', 'Data management', 'Metadata', 'Informatica', 'Communication skills', 'Analytics']",1,7,Accounting & Legal,Accounting,Company - Private,$10+ billion (USD),1850,"Oct 27, 2021",0,0,1,0,0,172,0
Vice President Data Management,"Rockwell Automation, Inc.",4,80226,"['Power BI', 'Research', 'Project management', 'Manufacturing', 'AI', 'Project leadership', 'Leadership', 'Communication skills', 'Information management']",3,7,Manufacturing,Industrial Manufacturing,Company - Public,$5 to $10 billion (USD),1903,"Feb 07, 2022",0,0,1,0,0,119,1
Senior Data Analyst,Accenture Ltd,4.1,82109,"['Data modeling', 'SQL', 'PL/SQL', 'Python']",2,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Dec 27, 2021",0,0,0,0,1,33,0
Machine Learning Engineer,Milwaukee School of Engineering,4.3,50005,"['Machine learning', 'Natural language processing', 'AI', 'Communication skills']",1,4,Education,Colleges & Universities,College / University,$100 to $500 million (USD),1903,"Jan 22, 2022",0,0,0,0,0,119,1
Data Scientist,Recruiting from Scratch,4.9,94116,"['TensorFlow', 'Go', 'C++', 'Contracts', 'AI', 'Communication skills', 'Python']",5,1,Business Services,Staffing & Outsourcing,Company - Private,$1 to $5 million (USD),2019,"Nov 01, 2021",1,1,1,0,0,3,0
Senior Data Analyst,"Ryder System, Inc.",3.7,78745,"['Power BI', 'Azure', 'Alteryx', 'Microsoft SQL Server', 'Tableau', '.NET', 'SQL', 'SSIS', 'Communication skills', 'Python']",2,7,Transportation & Logistics,Transportation Management,Company - Public,$5 to $10 billion (USD),1933,"Jan 24, 2022",0,1,1,0,0,89,0
Senior Data Analyst,Advocate Aurora Health,3.8,56846,"['Microsoft Powerpoint', 'Power BI', 'Microsoft Excel', 'Business intelligence', 'Microsoft Office', 'SQL', 'Analysis skills', 'Project management', 'Accounting', 'Computer skills', 'Communication skills', 'Time management', 'Analytics']",5,7,Health Care,Health Care Services & Hospitals,Hospital,$10+ billion (USD),2018,"Jan 08, 2022",0,0,1,0,0,4,1
Data Engineer,Accenture Ltd,4.1,77240,"['Software deployment', 'Java', 'Change management', 'Training & development', 'Informatica', 'Master data management', 'HTML5']",1,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Sep 15, 2021",0,0,1,1,0,33,0
Senior Infrastructure Engineer,TuSimple Technology Co. Ltd ,4.2,125323,"['Elasticsearch', 'Oracle', 'Cassandra', 'Big data', 'Spark', 'NoSQL', 'Tableau', 'Qualtrics', 'AWS', 'HBase', 'Data management', 'PostgreSQL', 'Splunk', 'New Relic', 'Sailpoint', 'Smartsheet', 'Marketing automation', 'ServiceNow', 'AI', 'Communication skills', 'Hadoop']",5,3,Information Technology,Computer Hardware & Software,Company - Public,Unknown / Non-Applicable,2015,"Jul 20, 2021",0,0,0,0,0,7,0
Software Engineer,TuSimple Technology Co. Ltd ,4.2,128349,"['Oracle', 'DevOps', 'Tableau', 'Qualtrics', 'C++', 'Machine learning', 'Distributed systems', 'Continuous integration', 'Splunk', 'New Relic', 'Sailpoint', 'Smartsheet', 'Marketing automation', 'ServiceNow', 'Linux', 'AI', 'Robotics', 'Python']",0,3,Information Technology,Computer Hardware & Software,Company - Public,Unknown / Non-Applicable,2015,"Oct 12, 2020",1,1,0,0,0,7,0
UX Designer II,TuSimple Technology Co. Ltd ,4.2,108844,"['Visual design', 'Machine learning', 'Software development', 'Sketch', 'User research', 'Data visualization', 'Figma', 'Communication skills', 'InVision']",3,3,Information Technology,Computer Hardware & Software,Company - Public,Unknown / Non-Applicable,2015,"Jul 12, 2021",0,1,0,0,0,7,0
Lead Data Analyst,"The Northwestern Mutual Life Insurance Company, Inc.",4,87197,"['Power BI', 'R', 'Data analysis skills', 'Microsoft SQL Server', 'Tableau', 'SQL', 'C++', 'Project management', 'Machine learning', 'Data analytics', 'SSIS', 'AI', 'Power Pivot', 'Python']",7,6,Finance,Brokerage Services,Company - Private,$10+ billion (USD),1857,"Jan 21, 2022",0,0,1,0,0,165,1
Senior Machine Learning Engineer,Recruiting from Scratch,4.9,95926,"['TensorFlow', 'Test-driven development', 'Machine learning', 'Natural language processing', 'Python']",0,1,Business Services,Staffing & Outsourcing,Company - Private,$1 to $5 million (USD),2019,"Feb 12, 2022",0,0,0,0,0,3,0
Data Scientist Manager,American Family Mutual Insurance Company,3.7,144500,"['Research', 'Machine learning', 'AI', 'Communication skills', 'Negotiation']",0,6,Insurance,Insurance Carriers,Company - Private,$5 to $10 billion (USD),1927,"Dec 21, 2021",0,0,0,0,0,95,1
Data Engineer,GalaxE.Solutions,3.6,76213,"['Ansible', 'Spark', 'Java', 'SQL', 'Machine learning', 'Kafka', 'AI', 'Informatica', 'GitLab', 'Shell Scripting']",3,5,Information Technology,Computer Hardware & Software,Company - Private,$100 to $500 million (USD),1995,"Aug 13, 2021",0,0,1,0,0,27,0
Data Engineer,Accenture Ltd,4.1,99943,"['CI/CD', 'Azure', 'Cassandra', 'Big data', 'DevOps', 'Spark', 'Apache Hive', 'Windows', 'Change management', 'SQL', 'HBase', 'Linux', 'Kafka', 'Training & development', 'AI', 'Data warehouse', 'Hadoop']",5,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Dec 08, 2021",0,0,1,1,0,33,0
Data Scientist,Accenture Ltd,4.1,83438,"['TensorFlow', 'Power BI', 'R', 'Data analysis skills', 'Java', 'C++', 'Docker', 'Machine learning', 'Scala', 'Software development', 'Agile', 'Predictive analytics', 'Data science', 'Data visualization', 'Python', 'Hadoop']",1,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Jan 07, 2022",0,1,1,1,0,33,0
Senior Data Scientist,PwC,3.9,97928,"['CI/CD', 'Azure', 'DevOps', 'Google Cloud Platform', 'AWS', 'Machine learning', 'Natural language processing', 'Predictive analytics', 'Python']",3,7,Business Services,Consulting,Company - Private,$5 to $10 billion (USD),1998,"Feb 09, 2022",1,1,1,0,0,24,0
Senior Designer,Deloitte ,4,89501,"['Microsoft Powerpoint', 'Avaya', 'Axure', 'Writing skills', 'Visio', 'Microsoft Office', 'IVR', 'Scripting', 'Agile', 'Sketch', 'Design thinking', 'Content strategy', 'AI', 'Figma', 'Requirements gathering', 'Communication skills', 'InVision', 'Analytics', 'SDLC']",2,7,Accounting & Legal,Accounting,Company - Private,$10+ billion (USD),1850,"Oct 24, 2021",0,0,1,0,0,172,0
Data Scientist,Milwaukee Electric Tool Corporation,4.5,71720,"['Microsoft Excel', 'Microsoft Access', 'Azure', 'Oracle', 'Data mining', 'Internet of things', 'Big data', 'Lean', 'Microsoft SQL Server', 'Microsoft Office', 'Project management', 'Machine learning', 'Continuous improvement', 'Predictive analytics', 'Data visualization', 'AI', 'Power Pivot', 'Marketing']",1,7,Manufacturing,Consumer Products Manufacturing,Company - Public,Unknown / Non-Applicable,1924,"Jan 10, 2022",0,0,1,0,0,98,1
Senior Machine Learning Engineer,Milwaukee Electric Tool Corporation,4.5,98219,"['Firmware', 'C++', 'C', 'Machine learning', 'Natural language processing', 'Training & development', 'Python']",5,7,Manufacturing,Consumer Products Manufacturing,Company - Public,Unknown / Non-Applicable,1924,"Jan 10, 2022",1,1,1,0,0,98,1
Senior Data Engineer,Deloitte ,4,112800,"['CI/CD', 'Azure', 'Big data', 'Spark', 'System design', 'Google Cloud Platform', 'Java', 'AWS', 'Docker', 'Machine learning', 'Distributed systems', 'Scala', 'REST', 'Software development', 'APIs', 'Apache', 'Redshift', 'Graph databases', 'Python']",0,7,Accounting & Legal,Accounting,Company - Private,$10+ billion (USD),1850,"Feb 09, 2022",0,1,1,0,0,172,0
Lead Systems Engineer,GE Healthcare,3.9,100223,"['System design', 'SSRS', 'Microsoft Office', 'Project management', 'Product development', 'Agile', 'Root cause analysis', 'AI', 'Communication skills']",4,7,Health Care,Health Care Services & Hospitals,Subsidiary or Business Segment,$10+ billion (USD),1892,"Jan 26, 2022",0,0,1,0,0,130,0
Director Sales Management,Accenture Ltd,4.1,96615,"['Azure', 'Management', 'Sales', 'Oil & gas', 'Change management', 'AWS', 'Cloud development', 'Customer relationship management', 'Direct sales', 'Enterprise sales', 'Training & development', 'Manufacturing', 'AI', 'Leadership']",4,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Feb 07, 2022",0,0,1,1,0,33,0
